elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,sentBytes,grpThreads,allThreads,URL,Latency,Connect
2361,/us/games/divination/game-chinese-fortune-dragon.aspx,200,OK,Birthday Page - Thread Group 1-9,text,true,209729,171,20,20,https://new.horoscope.com/us/games/divination/game-chinese-fortune-dragon.aspx,2226,288
2073,/us/tarot/tarot-power.aspx,200,OK,Birthday Page - Thread Group 1-14,text,true,213938,144,20,20,https://new.horoscope.com/us/tarot/tarot-power.aspx,1969,227
2356,/us/horoscopes/general/index-horoscope-general-monthly.aspx,200,OK,Birthday Page - Thread Group 1-17,text,true,210298,177,20,20,https://new.horoscope.com/us/horoscopes/general/index-horoscope-general-monthly.aspx,2217,292
3265,/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=4,200,OK,Birthday Page - Thread Group 1-18,text,false,218263,188,20,20,https://new.horoscope.com/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=4,3097,294
3232,/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=9,200,OK,Birthday Page - Thread Group 1-3,text,false,218383,188,20,20,https://new.horoscope.com/us/horoscopes/numerology/horoscope-numerology-daily-today.aspx?sign=9,3083,292
2148,/us/games/divination/game-book-of-love.aspx,200,OK,Birthday Page - Thread Group 1-6,text,true,209100,161,20,20,https://new.horoscope.com/us/games/divination/game-book-of-love.aspx,1992,296
964,/us/tarot/tarot-former-flame.aspx,200,OK,Birthday Page - Thread Group 1-19,text,true,213456,151,20,20,https://new.horoscope.com/us/tarot/tarot-former-flame.aspx,823,283
943,/us/games/divination/game-daisy-love-oracle.aspx,200,OK,Birthday Page - Thread Group 1-1,text,true,214189,166,20,20,https://new.horoscope.com/us/games/divination/game-daisy-love-oracle.aspx,802,288
424,/mercury-retrograde/money/,404,Not Found,Birthday Page - Thread Group 1-20,text,false,1578,144,20,20,https://new.horoscope.com/mercury-retrograde/money/,424,295
773,/images-US/store/monthly-premium-horoscope.jpg,200,OK,Birthday Page - Thread Group 1-11,bin,true,150360,164,20,20,https://new.horoscope.com/images-US/store/monthly-premium-horoscope.jpg,681,252
1199,/us/tarot/tarot-breakup.aspx,200,OK,Birthday Page - Thread Group 1-13,text,true,211730,146,20,20,https://new.horoscope.com/us/tarot/tarot-breakup.aspx,1030,283
